"Rk" "Season" "Tm" "Lg" "G" "W" "L" "W/L%" "MP" "FG" "FGA" "2P" "2PA" "3P" "3PA" "FT" "FTA" "ORB" "DRB" "TRB" "AST" "STL" "BLK" "TOV" "PF" "PTS"
"96" 396 "2005-06" "SAC*" "NBA" 82 44 38 0.537 241.8 36 79.3 30 62.1 6 17.2 20.8 26.5 10.4 30.2 40.5 22.3 7.4 3.6 14.6 20.4 98.9
"97" 397 "2005-06" "POR" "NBA" 82 21 61 0.256 240.6 34 76.4 29.6 63.7 4.4 12.7 16.3 23.7 10.8 26.9 37.7 18.2 6.5 5.3 14.7 22.3 88.8
"98" 398 "2005-06" "PHO*" "NBA" 82 54 28 0.659 243.4 41.8 87.4 31.6 61.8 10.2 25.6 14.5 18 9.5 32.3 41.8 26.6 6.7 5 13.3 20.5 108.4
"99" 399 "2005-06" "PHI" "NBA" 82 38 44 0.463 242.7 36.6 79.8 32 67.3 4.6 12.6 21.6 28.4 10.6 29.6 40.2 20.2 7.9 4.9 14.1 20.9 99.4
"100" 400 "2005-06" "ORL" "NBA" 82 36 46 0.439 242.7 35.5 75.2 31.9 65.5 3.6 9.7 20.3 27.8 10.9 29.3 40.2 18.2 6.5 4.4 15.1 23.3 94.9
"1" 401 "2005-06" "NYK" "NBA" 82 23 59 0.28 243 34.4 75.7 30.5 64.9 3.9 10.8 22.9 31.5 12.6 28.8 41.4 17.9 6.8 3.3 17.7 26.3 95.6
"2" 402 "2005-06" "NOK" "NBA" 82 38 44 0.463 241.5 34.5 78.4 30.9 67.6 3.7 10.8 20.1 26.5 11.2 29 40.2 18.5 7.5 3.8 13.4 21.8 92.8
"3" 403 "2005-06" "NJN*" "NBA" 82 49 33 0.598 241.2 33.9 77 28.1 59.4 5.8 17.6 20.2 26.7 10 31 41 23 6.8 3.4 13.6 23.2 93.8
"4" 404 "2005-06" "MIN" "NBA" 82 33 49 0.402 242.1 35.2 77.3 31.4 65.8 3.8 11.5 17.5 23.1 9.9 29.5 39.4 20.9 6.8 5.7 14.5 23 91.7
"5" 405 "2005-06" "MIL*" "NBA" 82 40 42 0.488 242.1 36.3 80.1 30.1 63.8 6.2 16.3 19 25.8 11.3 29.9 41.2 21.6 7.3 3.3 14.6 23.2 97.8
"6" 406 "2005-06" "MIA*" "NBA" 82 52 30 0.634 240.9 37.1 77.5 31 59.9 6.1 17.6 19.7 28.2 10.5 32.6 43.1 20.6 6.4 5.4 14.5 22.8 99.9
"7" 407 "2005-06" "MEM*" "NBA" 82 49 33 0.598 242.1 33.5 74.7 26.3 55.5 7.2 19.2 18 25.3 10.2 29 39.2 19.3 7.3 5.4 13.8 21.4 92.2
"8" 408 "2005-06" "LAL*" "NBA" 82 45 37 0.549 242.1 36.5 80.6 29.8 61.3 6.7 19.3 19.7 26.5 11.8 30.3 42.2 21.1 7.7 4.3 13.9 23.1 99.4
"9" 409 "2005-06" "LAC*" "NBA" 82 47 35 0.573 241.5 36.5 78.6 33 68.3 3.5 10.3 20.7 26.1 10.1 33 43.1 20.8 6.5 6.1 14.5 22.8 97.2
"10" 410 "2005-06" "IND*" "NBA" 82 41 41 0.5 240.6 34 76.5 27.4 57.8 6.5 18.7 19.4 26.3 11 31.2 42.2 19.9 7.3 5 15.3 22.2 93.9
"11" 411 "2005-06" "HOU" "NBA" 82 34 48 0.415 241.8 33 76.2 27.3 59 5.7 17.2 18.3 24.1 10.4 31.3 41.6 19.3 7.2 3.9 14.5 22.7 90.1
"12" 412 "2005-06" "GSW" "NBA" 82 34 48 0.415 241.8 35.8 82.7 28.2 60.4 7.6 22.3 19.2 26.7 12 30.3 42.3 20.7 7.4 4.4 14.1 23.7 98.5
"13" 413 "2005-06" "DET*" "NBA" 82 64 18 0.78 241.8 36.4 80 29.6 62.3 6.8 17.7 17.3 23.8 11.9 28.6 40.5 24 7.1 6 11.4 18.5 96.8
"14" 414 "2005-06" "DEN*" "NBA" 82 44 38 0.537 243 37.5 81.4 33.3 68.2 4.3 13.1 21 28.2 11 30.3 41.3 23.4 8.5 5.6 14.8 22.7 100.3
"15" 415 "2005-06" "DAL*" "NBA" 82 60 22 0.732 242.4 36 77.7 30.9 64.2 5.1 13.6 22.2 28.3 12.6 29.6 42.2 18 7.2 6 13.6 22.4 99.1
"16" 416 "2005-06" "CLE*" "NBA" 82 50 32 0.61 241.8 35.5 78.2 29.4 60.3 6.1 17.9 20.6 28.3 11.7 30.6 42.3 19 6.9 4.8 13.9 21.1 97.6
"17" 417 "2005-06" "CHI*" "NBA" 82 41 41 0.5 242.7 36.6 82.2 29.8 64.1 6.8 18 17.7 24 11 31.7 42.8 22 6.2 4.2 14.9 24.9 97.8
"18" 418 "2005-06" "CHA" "NBA" 82 26 56 0.317 242.7 36.1 83.5 30.9 68.1 5.2 15.4 19.4 26.7 12.1 27.7 39.8 20.9 10 4.3 14.2 23.9 96.9
"19" 419 "2005-06" "BOS" "NBA" 82 33 49 0.402 242.4 36 77.1 30.3 61.4 5.7 15.7 20.3 26.9 9.9 29.7 39.6 20.9 7 5.1 16.6 24.8 98
"20" 420 "2005-06" "ATL" "NBA" 82 26 56 0.317 242.4 35.9 79.2 30.8 65.1 5.2 14.1 20.2 26.9 13 27.2 40.3 19.8 7.2 4.8 15.7 25 97.2
"21" 421 "2004-05" "WAS*" "NBA" 82 45 37 0.549 241.2 36.2 82.9 29.9 64.6 6.3 18.3 21.9 30.2 13.8 29 42.8 19.1 8.7 4.2 14.3 22 100.5
"22" 422 "2004-05" "UTA" "NBA" 82 26 56 0.317 241.2 34.5 76.8 31.4 67.5 3 9.3 21 27.7 12.8 27.4 40.1 22.3 6.6 4.6 15.8 26.7 93
"23" 423 "2004-05" "TOR" "NBA" 82 33 49 0.402 241.5 36 81.2 28.1 60.7 7.9 20.5 19.8 25.6 10.3 29.8 40.1 20.4 7.6 3.9 13.3 22.9 99.7
"24" 424 "2004-05" "SEA*" "NBA" 82 52 30 0.634 240.9 35.1 79.2 27 57 8.1 22.2 20.5 26 12.7 28.2 40.9 18.1 6.7 4.1 13.6 23.7 98.9
"25" 425 "2004-05" "SAS*" "NBA" 82 59 23 0.72 241.5 35.6 78.7 29.5 61.6 6.2 17 18.7 25.9 12 30.4 42.4 21.6 7.5 6.6 13.7 20.9 96.2
"26" 426 "2004-05" "SAC*" "NBA" 82 50 32 0.61 242.1 39.1 85.1 32.7 68.1 6.4 17 19.2 24.4 12.5 29.9 42.4 24.5 8.2 3.9 13.1 20.5 103.7
"27" 427 "2004-05" "POR" "NBA" 82 27 55 0.329 240.6 35.3 78.3 30.2 64.2 5.1 14.2 17.2 23.7 11.8 29.3 41.1 21 7.1 6.6 16 20.8 92.9
"28" 428 "2004-05" "PHO*" "NBA" 82 62 20 0.756 241.2 40.9 85.6 31.2 60.9 9.7 24.7 19 25.4 11.8 32.3 44.1 23.5 7 5.5 13.7 19.1 110.4
"29" 429 "2004-05" "PHI*" "NBA" 82 43 39 0.524 242.1 35.9 82.1 29.8 64.4 6.2 17.7 21.1 26.8 11.1 30.9 42 20.9 9.2 3.9 15.5 22.9 99.1
"30" 430 "2004-05" "ORL" "NBA" 82 36 46 0.439 240.3 37 81.5 33.1 70.3 3.9 11.2 21.6 28.5 12.7 31 43.7 19.3 7.7 5.4 16.1 23.6 99.5
"31" 431 "2004-05" "NYK" "NBA" 82 33 49 0.402 242.4 36.3 80.5 30.9 65.4 5.4 15.1 19.3 25.1 11.8 29.2 41 20.3 7.7 3.2 14.7 23.7 97.3
"32" 432 "2004-05" "NOH" "NBA" 82 18 64 0.22 243 33.1 80 28.1 63.9 5.1 16 17.1 22.3 12.4 27.8 40.2 21 6.7 3.8 14.8 23 88.4
"33" 433 "2004-05" "NJN*" "NBA" 82 42 40 0.512 242.7 33.6 78.3 28.3 63.6 5.3 14.7 19 24.9 10.4 29.1 39.5 21.6 7.9 3.8 14.2 24.2 91.4
"34" 434 "2004-05" "MIN" "NBA" 82 44 38 0.537 240.9 37.1 80.8 32.3 66.9 4.8 14 17.7 22.2 11.5 31.5 43 23.4 5.6 5.5 13.2 21.6 96.8
"35" 435 "2004-05" "MIL" "NBA" 82 30 52 0.366 241.2 36.1 80.2 32.2 69 4 11.3 21 27.2 12 29.3 41.3 21 6.5 3.5 13.8 21.9 97.2
"36" 436 "2004-05" "MIA*" "NBA" 82 59 23 0.72 243.7 37.8 77.7 32 62.3 5.8 15.4 20.2 30.1 10.8 32.2 43 21.8 6.4 5.8 13.7 22.1 101.5
"37" 437 "2004-05" "MEM*" "NBA" 82 45 37 0.549 240.3 34.2 76.5 27.7 58.4 6.5 18.1 18.6 24.7 10.8 28.1 39 20.9 8.5 5.8 14.6 23.3 93.4
"38" 438 "2004-05" "LAL" "NBA" 82 34 48 0.415 241.2 35.3 80.8 27.5 58.7 7.9 22.1 20.3 26.1 12.5 30.6 43.2 20.4 6.2 4.2 14.3 21.9 98.7
"39" 439 "2004-05" "LAC" "NBA" 82 37 45 0.451 244.3 35.7 77.7 32.8 69.5 2.8 8.2 21.6 27.7 12 29.9 41.9 23.2 7.3 5.1 15.7 22.2 95.7
"40" 440 "2004-05" "IND*" "NBA" 82 44 38 0.537 242.7 32.5 75.2 25.9 56 6.6 19.2 21.3 26.9 10.6 29.5 40.1 18.2 7.5 4.4 14.3 23 93
"41" 441 "2004-05" "HOU*" "NBA" 82 51 31 0.622 242.1 34.7 78.3 28 59.7 6.7 18.5 18.9 24.2 10.7 31.7 42.4 21.1 6.9 4.6 13.8 22 95.1
"42" 442 "2004-05" "GSW" "NBA" 82 34 48 0.415 242.7 36.9 85.8 29.3 64.2 7.6 21.6 17.2 23.8 13 29.7 42.7 22.1 7.8 5.1 13.6 22.4 98.7
"43" 443 "2004-05" "DET*" "NBA" 82 54 28 0.659 243.4 34.8 78.3 30.3 65.5 4.4 12.8 19.4 26.2 12.9 30.6 43.4 21.8 7 6.1 13.8 20 93.3
"44" 444 "2004-05" "DEN*" "NBA" 82 49 33 0.598 240.9 37 80.7 33.1 69.2 3.9 11.5 21.5 28.2 11.8 30.2 42 23.9 9.1 6 14.9 22.9 99.5
"45" 445 "2004-05" "DAL*" "NBA" 82 58 24 0.707 240.6 37.3 81.6 31.6 66.1 5.6 15.5 22.3 28.2 12.1 30.9 42.9 19.6 8.6 5.6 13.4 22.3 102.5
"46" 446 "2004-05" "CLE" "NBA" 82 42 40 0.512 242.1 36.5 81.5 32.8 70.5 3.7 11 19.9 26.5 13.6 28.7 42.3 22.6 8 5.6 13.9 22.6 96.5
"47" 447 "2004-05" "CHI*" "NBA" 82 47 35 0.573 241.8 34.7 80.4 28.5 62.9 6.2 17.5 18.7 25 12.2 31.6 43.8 21.3 7 4.5 16.7 24.7 94.5
"48" 448 "2004-05" "CHA" "NBA" 82 18 64 0.22 242.4 36.1 83.6 32.2 72.9 3.9 10.7 18.1 25.6 13.2 28.5 41.7 21.9 8.5 5.4 14.5 23.1 94.3
"49" 449 "2004-05" "BOS*" "NBA" 82 45 37 0.549 242.4 37.1 79.4 31.8 64.1 5.3 15.3 21.6 28.3 11.1 29.7 40.8 22.1 8.1 5.2 15.8 24.4 101.3
"50" 450 "2004-05" "ATL" "NBA" 82 13 69 0.159 242.1 35.9 81.4 32.2 69.5 3.7 11.9 17.3 24.3 13.4 28.5 41.9 19.7 7.7 4.2 16.1 24.5 92.7
"51" 451 "2003-04" "WAS" "NBA" 82 25 57 0.305 241.8 33.6 80 28.4 64.5 5.3 15.5 19.3 27 13.6 29.2 42.8 18.7 8.9 5 17.5 20.9 91.8
"52" 452 "2003-04" "UTA" "NBA" 82 42 40 0.512 241.2 32.8 75.3 29.7 65.7 3.1 9.6 20 26.8 13.5 27.7 41.2 20.4 7.1 6 16.6 25.6 88.7
"53" 453 "2003-04" "TOR" "NBA" 82 33 49 0.402 243.7 32.4 77.4 26.7 61.6 5.6 15.8 15.1 20.1 10.1 29.5 39.6 19.2 7.4 4.9 14.2 21.3 85.4
"54" 454 "2003-04" "SEA" "NBA" 82 37 45 0.451 241.5 35.8 80.4 27 56.8 8.8 23.6 16.6 21.7 11.1 28.3 39.3 21.7 8.1 4.7 14.5 21.8 97.1
"55" 455 "2003-04" "SAS*" "NBA" 82 57 25 0.695 240.9 34.7 78.5 29.7 64.6 5 13.9 17.2 25.2 12.5 32.5 45.1 20.4 8.1 6.5 14.7 20.3 91.5
"56" 456 "2003-04" "SAC*" "NBA" 82 55 27 0.671 241.2 37.8 81.8 30.5 63.6 7.3 18.3 19.8 24.9 10.8 30.4 41.2 26.2 8.7 4 13.9 19.3 102.8
"57" 457 "2003-04" "POR" "NBA" 82 41 41 0.5 243.7 35.3 78.9 30.7 65.4 4.6 13.4 15.4 21.1 12.7 29 41.7 21.6 7.5 5.4 14.8 19 90.7
"58" 458 "2003-04" "PHO" "NBA" 82 29 53 0.354 240.6 36.1 81.4 31 66.7 5.1 14.7 17 22.7 11.3 29.3 40.6 19.3 9 4.7 15.2 22.7 94.2
"59" 459 "2003-04" "PHI" "NBA" 82 33 49 0.402 242.1 32.7 76.3 28.6 64.2 4.1 12.1 18.4 24.5 11.5 29.4 40.8 20 8 4.4 15.9 20.7 88
"60" 460 "2003-04" "ORL" "NBA" 82 21 61 0.256 241.8 35.4 82.5 30.2 67.3 5.2 15.2 18 24.4 12.2 28.7 40.9 19.3 6.7 3.8 13.7 21.3 94
"61" 461 "2003-04" "NYK*" "NBA" 82 39 43 0.476 242.4 35.1 79.4 30.2 65.8 5 13.6 16.8 21.1 11.6 31 42.6 20.7 7.4 4.8 15.7 23.1 92
"62" 462 "2003-04" "NOH*" "NBA" 82 41 41 0.5 241.8 33.8 80.5 27.3 60.2 6.5 20.3 17.7 23.6 13.3 29.5 42.8 20.9 8.6 4.2 15 20.9 91.8
"63" 463 "2003-04" "NJN*" "NBA" 82 47 35 0.573 240.3 34.3 77.7 29.7 64 4.6 13.7 17 22.6 10.5 30.2 40.7 24.5 8.6 3.9 14.7 21 90.3
"64" 464 "2003-04" "MIN*" "NBA" 82 58 24 0.707 240.9 37 80.1 33 69.2 4 10.9 16.6 21.3 10.7 32.3 42.9 23 6.8 5.6 12.7 21.1 94.5
"65" 465 "2003-04" "MIL*" "NBA" 82 41 41 0.5 241.2 36.2 81.1 31.3 67.1 4.9 14 20.7 26.7 11.7 30.5 42.2 22.8 6.8 4.7 13.5 20.3 98
"66" 466 "2003-04" "MIA*" "NBA" 82 42 40 0.512 240.9 33.3 78.3 27.4 61.7 5.9 16.5 17.8 23.4 11.5 30 41.5 19.1 7.2 3.8 13.9 22.1 90.3
"67" 467 "2003-04" "MEM*" "NBA" 82 50 32 0.61 242.4 36.1 81.2 30.7 65.2 5.5 16 19 26.1 12.8 29 41.8 23.4 9.7 6.9 15 23.2 96.7
"68" 468 "2003-04" "LAL*" "NBA" 82 56 26 0.683 242.1 36.9 81.4 32.5 67.8 4.5 13.6 19.9 28.7 12.2 30.9 43.1 23.8 8.3 4.6 13.8 21.1 98.2
"69" 469 "2003-04" "LAC" "NBA" 82 28 54 0.341 241.5 34.4 80.2 30.3 67.7 4 12.5 22 28.1 14 29.5 43.5 20.2 7.2 4.6 16.4 22.1 94.8
"70" 470 "2003-04" "IND*" "NBA" 82 61 21 0.744 241.5 33.6 77.1 28.1 61.5 5.5 15.6 18.8 24.6 11.8 29.9 41.7 21.6 8.9 5 14.4 20.8 91.4
"71" 471 "2003-04" "HOU*" "NBA" 82 45 37 0.549 243 33.4 75.5 27.1 58.4 6.3 17.1 16.7 21.6 10.3 32.3 42.6 19.3 6.8 5.4 16.7 21.5 89.8
"72" 472 "2003-04" "GSW" "NBA" 82 37 45 0.451 242.1 35.1 79.4 29.8 63.8 5.2 15.6 17.9 24.7 12.2 30.9 43.1 20.5 7 4.7 14.8 20.6 93.3
"73" 473 "2003-04" "DET*" "NBA" 82 54 28 0.659 241.2 33.5 77 29.4 65.2 4.1 11.8 19 25.3 12.4 30.4 42.8 20.8 8 7 15.1 20.3 90.1
"74" 474 "2003-04" "DEN*" "NBA" 82 43 39 0.524 240.6 36.5 82.5 32.5 70.5 4 12 20.2 26.3 13.2 29.1 42.3 21.9 9.1 6.3 15.6 22 97.2
"75" 475 "2003-04" "DAL*" "NBA" 82 52 30 0.634 241.5 40.5 88.2 34.3 70.4 6.2 17.8 18 22.6 14.3 31 45.3 23.9 8 5.3 12.2 19.6 105.2
"76" 476 "2003-04" "CLE" "NBA" 82 35 47 0.427 242.1 35.6 82.4 32.6 72.8 3 9.6 18.6 24.8 13.6 31.9 45.6 22 7.1 6.5 14.8 21.3 92.9
"77" 477 "2003-04" "CHI" "NBA" 82 23 59 0.28 241.8 34.1 82.4 28.9 67 5.2 15.3 16.2 22.4 12.8 30.7 43.5 21.9 8 4.8 16.1 23.3 89.7
"78" 478 "2003-04" "BOS*" "NBA" 82 36 46 0.439 240.3 34.7 78.2 27.9 58.7 6.7 19.5 19.2 25.5 10.4 29.8 40.1 20.5 9.4 4 16.2 22.4 95.3
"79" 479 "2003-04" "ATL" "NBA" 82 28 54 0.341 242.7 34.5 79.6 29.4 64.4 5.1 15.2 18.7 24.1 12.1 30.6 42.7 20.1 7.6 5 16.5 22.3 92.8
"80" 480 "2002-03" "WAS" "NBA" 82 37 45 0.451 241.8 34.3 78 31.3 68.1 3.1 9.9 19.7 25.3 11.2 29.2 40.4 19.7 7.6 4.8 13.4 20 91.5
"81" 481 "2002-03" "UTA*" "NBA" 82 47 35 0.573 241.2 35.3 75.5 32.6 67.7 2.7 7.8 21.3 28.6 12.5 29 41.5 25.6 8.6 5.7 16.8 22.4 94.7
"82" 482 "2002-03" "TOR" "NBA" 82 24 58 0.293 241.5 34.7 81.3 29.7 66.7 5 14.5 16.5 22.9 12.5 28.7 41.2 19.3 7.4 4.8 14.4 21.5 90.9
"83" 483 "2002-03" "SEA" "NBA" 82 40 42 0.488 242.1 35.2 80.5 29.6 64.7 5.6 15.7 16.2 21.7 11.7 29.1 40.8 21.6 8.3 3.6 13.2 20.9 92.1
"84" 484 "2002-03" "SAS*" "NBA" 82 60 22 0.732 241.8 35.5 76.8 30 61.3 5.5 15.5 19.4 26.8 11.5 31.2 42.6 20 7.7 6.5 15.8 20.4 95.8
"85" 485 "2002-03" "SAC*" "NBA" 82 59 23 0.72 241.8 39.5 85.2 33.5 69.5 6 15.7 16.7 22.3 11 33.5 44.5 24.8 9 5.6 14.5 20.3 101.7
"86" 486 "2002-03" "POR*" "NBA" 82 50 32 0.61 242.1 36.4 79.2 31.8 65.1 4.6 14 17.7 23.7 12.1 29 41.1 22.7 8.8 3.9 15.2 19.9 95.2
"87" 487 "2002-03" "PHO*" "NBA" 82 44 38 0.537 241.5 36.6 82.6 31.8 68.6 4.8 14 17.4 23.5 12.8 29.8 42.5 21 8.1 4.9 14.7 22 95.5
"88" 488 "2002-03" "PHI*" "NBA" 82 48 34 0.585 242.1 36.3 81 33.3 71.4 3 9.6 21.3 27.5 12.7 29.5 42.2 21.6 10.3 3.5 14.8 22 96.8
"89" 489 "2002-03" "ORL*" "NBA" 82 42 40 0.512 241.5 35.9 82.5 29 63.1 6.9 19.4 19.7 25.4 11.7 29.2 40.9 20.4 8.5 3.7 14.4 23 98.5
"90" 490 "2002-03" "NYK" "NBA" 82 37 45 0.451 242.1 36.2 82 28.8 62.7 7.4 19.3 16.1 19.8 10.3 29 39.2 22 7.1 3.1 14 23 95.9
"91" 491 "2002-03" "NOH*" "NBA" 82 47 35 0.573 242.7 35.5 81.6 30.6 68.5 4.9 13.1 17.9 23.3 13.4 30.2 43.6 22 8 4.8 14.8 21.6 93.9
"92" 492 "2002-03" "NJN*" "NBA" 82 49 33 0.598 240.9 35.4 80.3 31.2 67.6 4.2 12.7 20.3 26.8 12.1 30.8 42.9 23 8.7 4.6 14.8 21.6 95.4
"93" 493 "2002-03" "MIN*" "NBA" 82 51 31 0.622 241.5 38.7 83 35.1 73.2 3.6 9.8 17.1 22.3 11.7 31.9 43.6 25.2 6.7 5.3 13.7 20.8 98.1
"94" 494 "2002-03" "MIL*" "NBA" 82 42 40 0.512 242.7 37.1 81.3 30 62.7 7.1 18.6 18.1 23.3 10.7 28.9 39.5 22.2 7.6 4.2 12.7 22.2 99.5
"95" 495 "2002-03" "MIA" "NBA" 82 25 57 0.305 241.8 32.8 79.5 28.5 66.1 4.2 13.4 15.8 20.6 11.6 30 41.6 18.3 7.2 4 14.2 22.6 85.6
"96" 496 "2002-03" "MEM" "NBA" 82 28 54 0.341 243 37.2 82.2 31.5 66.6 5.7 15.6 17.4 23.6 11.5 30.1 41.6 23.1 7.9 6.1 15.4 20.5 97.5
"97" 497 "2002-03" "LAL*" "NBA" 82 50 32 0.61 243 37.7 83.6 31.8 66.9 5.9 16.7 19 26 13.1 31.1 44.3 23.3 7.8 5.7 14.5 22.9 100.4
"98" 498 "2002-03" "LAC" "NBA" 82 27 55 0.329 240.9 34.6 79.1 29.8 64.8 4.8 14.4 19.9 26.5 12.3 30 42.3 19.6 7 5.6 15.7 21.8 93.8
"99" 499 "2002-03" "IND*" "NBA" 82 48 34 0.585 242.7 35.5 80.6 30.9 66.9 4.6 13.6 21.2 27.7 12.2 32 44.2 23.3 8.5 5.4 14.8 22.1 96.8
"100" 500 "2002-03" "HOU" "NBA" 82 43 39 0.524 243 34.6 78.8 29.3 63.3 5.4 15.5 19.1 24.9 12.5 31.3 43.8 18.4 7.2 6 15.6 19.5 93.8
"1" 501 "2002-03" "GSW" "NBA" 82 38 44 0.463 240.9 37.3 84.6 32.1 69.6 5.2 15.1 22.6 29 15.7 31 46.7 20.9 7.2 6.2 15.8 21.8 102.4
"2" 502 "2002-03" "DET*" "NBA" 82 50 32 0.61 242.7 32.9 76.5 26.4 58.4 6.5 18.1 19 24.6 10.8 29.8 40.6 19.8 6.8 5.7 13.5 21.3 91.4
"3" 503 "2002-03" "DEN" "NBA" 82 17 65 0.207 240.6 32.8 79.8 30 69.8 2.8 10 15.8 22.6 13.6 28.8 42.4 21.2 8.7 5.1 18.5 25.1 84.2
"4" 504 "2002-03" "DAL*" "NBA" 82 60 22 0.732 241.2 38.5 85.1 30.8 64.8 7.8 20.3 18.1 21.9 11.1 31 42.1 22.4 8.1 5.5 11.6 21.1 103
"5" 505 "2002-03" "CLE" "NBA" 82 17 65 0.207 241.8 34.8 82.3 31.2 71.3 3.6 10.9 18.3 24.5 13.6 31 44.6 20.9 7.8 6.4 18.3 22.7 91.4
"6" 506 "2002-03" "CHI" "NBA" 82 30 52 0.366 243 36.5 81.9 32.2 69.7 4.3 12.2 17.7 24.6 12 31 43 21.7 7.4 5.6 16.9 24.7 95
"7" 507 "2002-03" "BOS*" "NBA" 82 44 38 0.537 241.8 32.9 79.4 24.2 53.1 8.8 26.3 18 24.3 10.4 30.1 40.5 19.2 8.8 3.7 14 21.4 92.7
"8" 508 "2002-03" "ATL" "NBA" 82 35 47 0.427 242.7 34.9 78.5 30 64.5 4.9 13.9 19.4 24.5 11.4 31.2 42.6 20.5 7.5 5.8 16.7 21.7 94.1
"9" 509 "2001-02" "WAS" "NBA" 82 37 45 0.451 240.6 35.8 81.3 32.1 71.7 3.7 9.6 17.4 22.8 12.9 29.2 42 20.9 7 4.3 13 21.5 92.8
"10" 510 "2001-02" "UTA*" "NBA" 82 44 38 0.537 241.8 35 77.7 31.6 67.5 3.4 10.3 22.6 29.6 13.5 28.6 42.2 24.4 9.1 6.4 16.5 24 96
"11" 511 "2001-02" "TOR*" "NBA" 82 42 40 0.512 240.9 35.6 82 30.9 68.5 4.7 13.5 15.5 20.9 13.6 28.5 42.1 21.7 8.4 5.5 14.3 21.6 91.4
"12" 512 "2001-02" "SEA*" "NBA" 82 45 37 0.549 241.8 38.2 81.5 32.2 65.7 6 15.8 15.4 20.4 11.8 28.5 40.3 23.5 8.5 4.4 13.7 21.1 97.7
"13" 513 "2001-02" "SAS*" "NBA" 82 58 24 0.707 242.1 35.5 77.6 30.2 62.8 5.3 14.8 20.3 27.4 11.1 31.3 42.4 20 7.6 6.5 14.4 19.2 96.7
"14" 514 "2001-02" "SAC*" "NBA" 82 61 21 0.744 240.9 39.8 85.4 34.6 71.3 5.2 14.1 19.7 26.3 12.4 33 45.3 23.9 9 4.6 13.8 19 104.6
"15" 515 "2001-02" "POR*" "NBA" 82 49 33 0.598 241.8 36.6 81.4 31 65.3 5.7 16.1 17.7 23.2 13.2 29.8 43 23.5 8.6 4.5 14.3 19.7 96.6
"16" 516 "2001-02" "PHO" "NBA" 82 36 46 0.439 241.8 37.8 84.6 33.4 71.2 4.4 13.4 15.2 19.9 13.1 29.6 42.7 22.4 8.1 4.9 14.7 21.8 95.1
"17" 517 "2001-02" "PHI*" "NBA" 82 43 39 0.524 240.6 34.2 78.5 31.6 69.8 2.6 8.7 20 25.7 13.3 30.9 44.2 20 8.6 4.4 15.3 20.1 91
"18" 518 "2001-02" "ORL*" "NBA" 82 44 38 0.537 241.8 37.6 84.1 30.1 63.8 7.6 20.2 17.6 23.4 11.5 29.8 41.2 22 8.1 4.7 13.6 20.7 100.5
"19" 519 "2001-02" "NYK" "NBA" 82 30 52 0.366 241.5 34.4 79.5 28.6 63.1 5.8 16.4 17.1 21.8 10.7 30 40.7 21 6.8 3.5 14.5 22 91.6
"20" 520 "2001-02" "NJN*" "NBA" 82 52 30 0.634 241.8 37.1 83.1 32.2 68.6 4.9 14.6 17.1 23.3 12.7 30.7 43.3 24.3 8.7 6 14.5 21.1 96.2
"21" 521 "2001-02" "MIN*" "NBA" 82 50 32 0.61 241.5 38.7 84 33.9 71.2 4.8 12.8 17.1 21.4 12.9 31.2 44.2 24.3 6.4 5.2 13.4 21.2 99.3
"22" 522 "2001-02" "MIL" "NBA" 82 41 41 0.5 242.7 37.1 80.2 29.9 60.9 7.2 19.3 16.1 21.5 10.3 31.2 41.4 22.5 7.3 4.7 14.1 21.8 97.5
"23" 523 "2001-02" "MIA" "NBA" 82 36 46 0.439 243 34.2 77.8 30.4 66.9 3.8 11 15.1 20.8 11 31 42 20.3 6.7 5.5 14.8 22.5 87.2
"24" 524 "2001-02" "MEM" "NBA" 82 23 59 0.28 241.2 34.8 79.7 30.7 66.3 4.1 13.4 16.3 23 12 29.4 41.4 21.8 7.9 6 16.4 19.2 89.9
"25" 525 "2001-02" "LAL*" "NBA" 82 58 24 0.707 241.2 38.4 83.4 32.2 65.9 6.2 17.5 18.2 26.1 12.5 31.8 44.3 23 7.6 5.8 12.7 22.2 101.3
"26" 526 "2001-02" "LAC" "NBA" 82 39 43 0.476 241.5 36.2 81.3 31.2 67.3 5 14 18.3 24.7 13.2 30.2 43.4 20.9 6.2 6.6 14.8 19.8 95.7
"27" 527 "2001-02" "IND*" "NBA" 82 42 40 0.512 242.7 35.8 80.2 30.9 65.7 4.9 14.6 20.3 26.3 11.3 31.3 42.7 23 8 5.3 15.2 22.9 96.8
"28" 528 "2001-02" "HOU" "NBA" 82 28 54 0.341 243.7 34.6 80.8 28.5 62.8 6 18 17.1 23.1 12.5 29.4 41.9 18.1 6.5 5.4 14.1 18 92.3
"29" 529 "2001-02" "GSW" "NBA" 82 21 61 0.256 241.2 36.6 85.2 32.7 73.1 3.9 12.1 20.6 28.6 16.3 30.4 46.7 20.8 7.9 6.4 16.8 23 97.7
"30" 530 "2001-02" "DET*" "NBA" 82 50 32 0.61 240 34.7 76.8 27.8 58.4 6.9 18.4 18 23.8 9.9 28.9 38.7 21.5 7.9 6.9 14.5 20.7 94.3
"31" 531 "2001-02" "DEN" "NBA" 82 27 55 0.329 241.5 35.5 83.8 30.4 68.1 5.2 15.7 15.9 21.4 13.6 28.2 41.8 22.2 7.5 5.6 14.7 22.8 92.2
